"","GENE","ACTR3B","ANLN","BAG1","BCL2","BIRC5","BLVRA","CCNB1","CCNE1","CDC20","CDC6","CDH3","CENPF","CEP55","CXXC5","EGFR","ERBB2","ESR1","EXO1","FGFR4","FOXA1","FOXC1","GPR160","GRB7","KIF2C","KRT14","KRT17","KRT5","MAPT","MDM2","MELK","MIA","MKI67","MLPH","MMP11","MYBL2","MYC","NAT1","NDC80","NUF2","ORC6L","PGR","PHGDH","PTTG1","RRM2","SFRP1","SLC39A6","TMEM45B","TYMS","UBE2C","UBE2T","ABCC3","ACOX2","ACSL3","AHCYL1","AK2","AKAP1","ARF1","ARHGDIB","ARL6IP1","ARNT2","ARPC1B","ASF1A","ATP6AP1","BAG4","BIRC2","BMP7","BRCA1","BTF3","BUB1","BUB3","KIT","C10orf116","C10orf67","C11orf45","C11orf54","C4A","C5orf13","CABP4","CASP1","CASP3","CASP7","CCNG2","CCNH","CD38","CD3D","CD4","CD58","CD59","CDH1","CDKN2D","CDKN3","CEBPG","CENPE","CES2","CETN3","CHAF1B","CHI3L1","CHI3L2","CKS1B","CKS2","CLDN3","CLDN4","CLGN","CLTC","COX5A","CP","CRABP1","CSE1L","CSRP2","CST6","CTNNA1","CX3CL1","CXCL9","DAZAP2","DLX5","DUSP4","DUSP6","DYRK4","ECHDC1","EIF2C2","EPHX2","EPOR","ETFA","EXOSC9","EXT2","FABP7","FADD","FAM3C","FANCA","FBL","FEM1B","FGF12","FKBP11","FOLR1","FUBP1","FUCA1","FUT8","GARS","GART","GATA3","GATM","GLG1","GPSM2","GSTK1","GSTM1","GSTP1","GTPBP4","H1F0","H3F3B","HDAC2","HINT1","HIPK2","HLA.DRB1","HMGB2","HOXB6","HTATIP2","IDH2","IFI30","IFI6","IFITM1","IGBP1","IGFBP2","IL13RA1","IMPA2","INPP4B","INSM1","ISG15","ISG20","ITGB4","KCNMA1","KIAA0101","KIAA0182","KIF13B","KIF2C.1","KRT13","KRT14.1","KRT15","KRT16","KRT17.1","KRT18","HBA2","LIPE","IVL","LEP","ITPKA","CNN1","ABP1","C6","GPD1","MUC2","MYH2","PYGM","RDH5","ROS1","TNNC2","IL20","MYO3B","AQPEP","PLAC9","ARMC3","MS4A15","SKA1","HEPACAM","LRRN4CL","SKA3","PI16","VSTM2A","SCUBE3","CNIH2","MAMDC2","ASPM","PRSS33","PYDC1","LOC283392","NPW","TMEM145","IGSF10","TUSC5","S100A7A","GPIHBP1","GPR109A","LST.3TM12","FAM5C","KY","SBSN","C9orf169","SPDYC","KRTDAP","SAMD5","CSAG3","C14orf180","DEFB132","C4orf40","KLHL31","PRRT4","CXADRP3","SULT1C3","LMOD2","CT45A1","HEPN1","FAM196A","NBPF6","LRTM2","LOC728264","MAGEA9B","PLIN4","GAGE2D","FAM72A","FAM196B","GAGE12D","PDE2A","PDE3B","PDK4","PENK","PFKFB1","PITX1","PLIN1","PLK1","FXYD1","PPARG","PPP1R1A","PPP2R2C","MASP1","PVALB","PYGM.1","RBP4","RDH5.1","ROS1.1","RRM2.1","S100A8","S100A9","S100P","SAA1","SAA2","SERPINB3","SERPINB4","SCN3A","SCN4A","SRL","CCL11","CCL14","CXCL11","SFTPB","SIX3","SLC1A6","SLC2A4","SLC6A4","SLN","SOX2","SPRR1B","AURKA","SYT4","TDO2","TFR2","TIMP4","TK1","CLEC3B","TNNC2.1","TNNC1","TNNI1","TNNI2","TNNI3","TNNT3","IDH3","IFI6.1","ISG15.1","STAT1","ISG20.1","CXCL9.1","CASP1.1","NMI","YES1","SOD2","SNRPD1","EIF2C2.1","GARS.1","SOX4","SUBTYPE"
"806","TCGA-BH-A0B1-01A-12R-A056-07",564,2329,2639,3289,953,4762,3302,87,1315,1810,1329,5821,903,3281,513,15122,50604,741,82,16488,662,5067,731,1548,5680,8116,21145,9109,29374,922,55,2419,9182,15838,1559,4183,5032,694,533,582,29154,3339,1185,2809,1296,199495,291,801,1239,990,212,266,10201,11043,8655,6622,33085,244899,40453,656,8424,906,21941,1688,4686,617,1818,27474,1123,5264,1178,6402,3,64,1999,332915,4279,358,816,2410,10865,9969,1178,24,86,1329,554,17868,36135,444,472,3873,1752,2290,890,1137,1011,202,2297,754,7768,24526,2030,64007,3480,18321,18,9747,553,49,35742,1417,1038,25225,58,635,2356,621,1160,1012,1269,74,2132,1347,8281,6,3900,4288,626,5398,5505,182,1087,3626,6428,4085,3096,5625,5110,25903,1334,8611,1196,4730,6,3421,3687,30696,51550,4030,8418,5979,3162,6763,131,2917,13330,3850,43592,21129,2440,15235,20705,934,1689,3,9059,237,4602,679,1376,5428,4891,1548,8621,5680,7115,1646,8116,47693,3289,332915,513,51550,1329,3289,731,679,1417,444,5032,626,86,626,564,5067,564,2329,5067,564,906,21941,1688,4686,2329,5067,564,626,11043,202,564,564,2329,2639,3289,953,4762,3302,87,1315,1810,1329,5821,4030,8418,5979,3162,6763,131,2917,953,4762,3302,87,1315,1810,1329,5821,903,3281,513,15122,50604,741,472,3873,1752,2290,890,1137,1011,202,2297,754,7768,24526,15838,1559,4183,5032,694,533,582,29154,3339,1548,8621,5680,7115,1646,8116,47693,3289,332915,2329,5067,564,906,21941,1688,4686,2329,5067,564,626,11043,202,564,NA,NA,NA,NA,NA,8418,5979,3162,6763,131,2917,13330,3850,43592,21129,2440,15235,533,582,29154,3339,1185,2809,1296,199495,2329,86,626,4762,"LumB"
"807","TCGA-AO-A0JC-01A-11R-A056-07",257,698,2125,5876,432,3385,1624,166,1098,480,701,2386,738,1454,290,2371,8461,190,53,3408,232,1381,127,813,1421,5690,18325,2005,4179,469,17,4084,8406,1175,3183,3464,2064,763,520,322,869,610,1460,2227,497,3644,183,1408,873,375,1997,425,3485,6471,5781,1727,18505,50066,11507,425,11538,1800,5601,355,3706,311,780,28238,990,8752,1236,3067,7,43,1034,10012,1255,48,2824,2031,1598,4639,1961,1117,5285,15469,852,11708,4252,1378,384,2083,958,1983,777,299,2407,2144,802,932,857,1698,52,15065,2841,454,4,4615,683,7,8019,2466,61818,20543,58,1029,4940,805,2627,489,1677,359,2143,1890,2363,0,1010,2629,1041,6369,3721,142,1785,8,4951,9139,1728,4341,2499,6932,1375,8227,768,8895,6,7729,2406,3633,27168,3561,7652,3421,45231,11499,359,1436,4528,8225,2567,13351,4495,4691,4581,386,1437,84,2246,3277,2029,912,718,4326,2698,813,8876,1421,4524,1691,5690,13587,5876,10012,290,27168,701,5876,127,912,2466,1378,2064,1041,5285,1041,257,1381,257,698,1381,257,1800,5601,355,3706,698,1381,257,1041,6471,2144,257,257,698,2125,5876,432,3385,1624,166,1098,480,701,2386,3561,7652,3421,45231,11499,359,1436,432,3385,1624,166,1098,480,701,2386,738,1454,290,2371,8461,190,384,2083,958,1983,777,299,2407,2144,802,932,857,1698,1175,3183,3464,2064,763,520,322,869,610,813,8876,1421,4524,1691,5690,13587,5876,10012,698,1381,257,1800,5601,355,3706,698,1381,257,1041,6471,2144,257,NA,NA,NA,NA,NA,7652,3421,45231,11499,359,1436,4528,8225,2567,13351,4495,4691,520,322,869,610,1460,2227,497,3644,698,5285,1041,3385,"LumA"
"808","TCGA-E9-A248-01A-11R-A169-07",982,8117,3403,1558,2362,3023,10226,9540,3857,2360,1499,18132,2530,1631,820,15570,781,1527,388,15091,430,2698,2418,3879,411,833,1040,259,6144,3261,56,13399,7560,4055,8479,2609,465,2094,2391,1089,85,7682,1507,5765,7064,9063,2242,2959,2897,1530,661,45,20723,14960,8122,4553,35129,13769,30089,340,5352,4228,18280,780,5495,2974,3229,25151,5362,7472,4051,1316,1,149,1555,8155,3789,52,1426,4804,2584,5313,1274,1861,1092,7191,779,17525,29838,372,706,6470,3363,1650,827,1289,5610,304,4386,3260,1843,6930,128,53577,4692,1538,231,13616,990,326,38405,4806,38117,18310,7,1005,1032,433,2671,2795,301,181,7790,1630,6179,46,1365,4288,1718,40902,5973,125,4056,67,8631,4307,4279,7595,4595,2468,2027,14904,5853,3647,8,115702,5891,9847,29229,22013,9053,13572,11377,12360,24,3064,9221,15805,21103,8878,3038,5737,11112,5490,979,8,4747,2835,9108,3694,905,10154,1801,3879,531,411,2665,261,833,26447,1558,8155,820,29229,1499,1558,2418,3694,4806,372,465,1718,1092,1718,982,2698,982,8117,2698,982,4228,18280,780,5495,8117,2698,982,1718,14960,304,982,982,8117,3403,1558,2362,3023,10226,9540,3857,2360,1499,18132,22013,9053,13572,11377,12360,24,3064,2362,3023,10226,9540,3857,2360,1499,18132,2530,1631,820,15570,781,1527,706,6470,3363,1650,827,1289,5610,304,4386,3260,1843,6930,4055,8479,2609,465,2094,2391,1089,85,7682,3879,531,411,2665,261,833,26447,1558,8155,8117,2698,982,4228,18280,780,5495,8117,2698,982,1718,14960,304,982,NA,NA,NA,NA,NA,9053,13572,11377,12360,24,3064,9221,15805,21103,8878,3038,5737,2391,1089,85,7682,1507,5765,7064,9063,8117,1092,1718,3023,"LumA"
"809","TCGA-AR-A0TU-01A-31R-A109-07",2003,6172,2315,900,8187,998,13273,1181,12775,2398,8567,23626,8338,73,704,4911,1011,3903,1068,258,4854,135,455,7970,334,1490,2138,322,3883,4484,2415,14621,13,2538,9201,20339,79,7131,4465,1819,14,15328,8261,12086,36424,10622,2,6189,8158,4783,263,19,6333,6160,18504,4584,51807,7605,25827,2451,3794,7386,13800,805,9473,12,117,24351,4347,9817,2149,62,1,76,660,284,3591,2,1090,2814,1090,3007,844,187,534,4438,618,33404,14885,910,4219,5715,6932,1269,1040,5670,2829,9685,7664,17005,5800,19066,20,17418,9454,321,12,15677,2889,123,16550,3541,11495,10667,106,864,1009,5000,7660,1135,812,68,4093,4331,12323,25481,2349,5257,4476,18356,3342,31,1748,1,7750,2373,4493,14281,14088,8270,136,16690,3445,7900,0,41441,15349,1866,45490,1044,15728,9327,23827,16434,23,4137,7332,26060,39309,10451,3200,12086,4868,6545,37,3,4868,583,4979,646,2353,7516,614,7970,86,334,1872,3273,1490,12918,900,284,704,45490,8567,900,455,646,3541,910,79,4476,534,4476,2003,135,2003,6172,135,2003,7386,13800,805,9473,6172,135,2003,4476,6160,9685,2003,2003,6172,2315,900,8187,998,13273,1181,12775,2398,8567,23626,1044,15728,9327,23827,16434,23,4137,8187,998,13273,1181,12775,2398,8567,23626,8338,73,704,4911,1011,3903,4219,5715,6932,1269,1040,5670,2829,9685,7664,17005,5800,19066,2538,9201,20339,79,7131,4465,1819,14,15328,7970,86,334,1872,3273,1490,12918,900,284,6172,135,2003,7386,13800,805,9473,6172,135,2003,4476,6160,9685,2003,NA,NA,NA,NA,NA,15728,9327,23827,16434,23,4137,7332,26060,39309,10451,3200,12086,4465,1819,14,15328,8261,12086,36424,10622,6172,534,4476,998,"Her2"
"810","TCGA-BH-A18G-01A-11R-A12D-07",610,1452,1794,264,2094,1310,2522,95,1929,392,2047,6892,1060,134,254,3058,63,518,117,517,3799,442,912,792,122,84,566,71,4334,551,3425,3384,799,50504,1403,7231,122,579,716,262,20,5481,1692,2881,34387,3501,28,1227,2110,1417,1681,18,6487,4649,4359,6496,50094,77272,10781,194,5070,824,4727,297,1741,2,175,21848,1097,3761,4102,28,0,92,447,2955,2212,0,888,1708,1205,1578,778,4,83,961,1166,41246,10238,473,712,1850,607,1167,595,498,27848,7269,2084,1780,2551,17793,14,32458,5263,3958,1376,3819,474,141,17868,16991,273,10750,6,3501,2610,1021,2238,476,1294,58,1580,810,2939,1506,1169,3046,416,7057,1908,74,2894,492,2900,968,916,4909,2200,7904,125,6144,1256,4670,0,2128,2021,11745,55179,3100,6328,1329,7155,5781,99,2011,17089,3449,2989,16224,1534,883,5552,352,17,0,981,1003,22583,450,829,1652,968,792,13,122,12257,550,84,20520,264,2955,254,55179,2047,264,912,450,16991,473,122,416,83,416,610,442,610,1452,442,610,824,4727,297,1741,1452,442,610,416,4649,7269,610,610,1452,1794,264,2094,1310,2522,95,1929,392,2047,6892,3100,6328,1329,7155,5781,99,2011,2094,1310,2522,95,1929,392,2047,6892,1060,134,254,3058,63,518,712,1850,607,1167,595,498,27848,7269,2084,1780,2551,17793,50504,1403,7231,122,579,716,262,20,5481,792,13,122,12257,550,84,20520,264,2955,1452,442,610,824,4727,297,1741,1452,442,610,416,4649,7269,610,NA,NA,NA,NA,NA,6328,1329,7155,5781,99,2011,17089,3449,2989,16224,1534,883,716,262,20,5481,1692,2881,34387,3501,1452,83,416,1310,"Basal"
"811","TCGA-B6-A3ZX-01A-11R-A239-07",2140,1861,4019,3468,2523,1809,2923,528,3656,1331,1870,10482,1371,1466,1013,8466,409,661,336,544,3226,617,911,2216,9502,37622,73559,1122,3777,1467,709,10533,359,5805,3746,14036,251,772,895,462,93,8227,1500,4971,85303,6745,65,1336,2397,1001,1816,159,8476,6883,7884,10135,38171,21815,16818,4131,10800,1587,13601,489,4660,2136,892,18311,2212,5278,1045,630,4,140,1101,8909,2589,17,1888,1933,1731,6104,844,758,4143,9514,717,66682,8861,1029,404,2130,684,2835,481,1159,3978,4240,3282,2923,1541,8592,45,21969,2731,4282,968,6519,878,67,21652,5101,17873,15375,300,1750,3261,1274,1939,1021,1739,230,1936,2276,11263,1896,1884,1795,996,6780,3003,54,2841,350,4163,3807,1683,10639,4227,5147,874,13460,1904,6781,1184,16558,4367,6728,55437,8179,11320,5294,21982,12185,67,2976,7412,7398,5196,6036,2988,1117,6149,2138,319,43,1626,2462,20493,907,547,2752,3536,2216,31,9502,6206,40216,37622,12357,3468,8909,1013,55437,1870,3468,911,907,5101,1029,251,996,4143,996,2140,617,2140,1861,617,2140,1587,13601,489,4660,1861,617,2140,996,6883,4240,2140,2140,1861,4019,3468,2523,1809,2923,528,3656,1331,1870,10482,8179,11320,5294,21982,12185,67,2976,2523,1809,2923,528,3656,1331,1870,10482,1371,1466,1013,8466,409,661,404,2130,684,2835,481,1159,3978,4240,3282,2923,1541,8592,5805,3746,14036,251,772,895,462,93,8227,2216,31,9502,6206,40216,37622,12357,3468,8909,1861,617,2140,1587,13601,489,4660,1861,617,2140,996,6883,4240,2140,NA,NA,NA,NA,NA,11320,5294,21982,12185,67,2976,7412,7398,5196,6036,2988,1117,895,462,93,8227,1500,4971,85303,6745,1861,4143,996,1809,"Basal"
"812","TCGA-BH-A18L-01A-32R-A12D-07",649,6319,3325,8746,2690,8172,6546,168,2815,3292,1290,20188,2542,4121,101,41516,60644,1902,64,35748,207,4614,4175,3037,163,182,198,4295,7000,1007,4,20898,20897,2579,4616,19309,8593,1014,2624,375,5752,1253,2762,7395,641,393801,407,1328,4984,3941,501,1243,17896,14376,5378,13417,64181,5006,78577,1527,6479,1092,35555,585,2719,17,4472,31503,3530,15295,506,4757,0,83,5914,97601,1724,179,429,2316,2373,8483,1948,42,84,1539,306,18923,39320,852,955,3844,3235,2615,1421,1028,192,12,5808,2693,6993,17928,4319,90711,4137,14971,2,18427,242,97,33763,669,1254,24812,23,1275,1362,988,1114,2650,1758,206,2240,2531,4982,3,9394,2350,953,6177,8022,67,355,6,8675,3137,3718,7246,4920,31171,286,7665,2684,4044,1,1232,6416,42715,94944,4399,22909,6369,3720,20470,172,5545,4781,5562,86631,7047,4481,2247,8661,1269,1272,10492,6786,563,656,1862,1621,13936,5081,3037,0,163,950,4,182,39812,8746,97601,101,94944,1290,8746,4175,1862,669,852,8593,953,84,953,649,4614,649,6319,4614,649,1092,35555,585,2719,6319,4614,649,953,14376,12,649,649,6319,3325,8746,2690,8172,6546,168,2815,3292,1290,20188,4399,22909,6369,3720,20470,172,5545,2690,8172,6546,168,2815,3292,1290,20188,2542,4121,101,41516,60644,1902,955,3844,3235,2615,1421,1028,192,12,5808,2693,6993,17928,2579,4616,19309,8593,1014,2624,375,5752,1253,3037,0,163,950,4,182,39812,8746,97601,6319,4614,649,1092,35555,585,2719,6319,4614,649,953,14376,12,649,NA,NA,NA,NA,NA,22909,6369,3720,20470,172,5545,4781,5562,86631,7047,4481,2247,2624,375,5752,1253,2762,7395,641,393801,6319,84,953,8172,"LumA"
"813","TCGA-S3-A6ZH-01A-22R-A32P-07",677,3428,20186,3529,1362,2583,3102,503,1600,3566,2225,7435,870,6284,278,40573,14653,1871,508,17683,1985,3134,4206,1384,1014,1073,1243,41610,4956,1159,39,3172,41935,16911,4156,4180,574,763,1610,1268,31149,840,1117,1429,2115,34046,94,3430,1498,3090,2279,35,13378,12519,5924,11375,58148,19024,43822,150,9242,1017,24076,3019,3238,77,3915,31346,1523,8678,1172,2435,0,41,2007,28256,4505,479,393,2393,2624,9026,1639,42,207,1872,401,52093,209723,374,385,5766,1234,3733,1813,1482,1197,268,4060,2330,14006,22352,392,51925,5522,55,34,9442,257,82,41240,2664,6597,27713,6,2894,1129,598,1449,487,516,207,3847,2305,4284,7,11369,2621,1991,12899,6102,61,656,123,7373,1189,5600,4700,7102,41831,7979,13509,2445,10627,18,3955,5721,25018,87638,5468,8541,2471,5281,10281,53,1575,13080,7042,5712,7672,4453,3850,9346,2692,1496,6,2125,1396,3531,2412,2795,18488,1391,1384,3,1014,1803,218,1073,67587,3529,28256,278,87638,2225,3529,4206,2412,2664,374,574,1991,207,1991,677,3134,677,3428,3134,677,1017,24076,3019,3238,3428,3134,677,1991,12519,268,677,677,3428,20186,3529,1362,2583,3102,503,1600,3566,2225,7435,5468,8541,2471,5281,10281,53,1575,1362,2583,3102,503,1600,3566,2225,7435,870,6284,278,40573,14653,1871,385,5766,1234,3733,1813,1482,1197,268,4060,2330,14006,22352,16911,4156,4180,574,763,1610,1268,31149,840,1384,3,1014,1803,218,1073,67587,3529,28256,3428,3134,677,1017,24076,3019,3238,3428,3134,677,1991,12519,268,677,NA,NA,NA,NA,NA,8541,2471,5281,10281,53,1575,13080,7042,5712,7672,4453,3850,1610,1268,31149,840,1117,1429,2115,34046,3428,207,1991,2583,"Basal"
"814","TCGA-LL-A8F5-01A-11R-A36F-07",1225,1553,1852,225,4511,2077,3928,1001,7218,1345,17190,3649,1433,2002,1091,5186,611,798,612,15,6957,240,513,3563,279080,59782,139567,279,1439,2380,9368,3490,767,6578,5049,6814,95,2694,1692,1052,24,14986,5779,2371,6501,3682,4,3505,6339,1476,1866,26,2469,2639,7431,3655,44423,3836,15882,311,34277,1087,10849,102,1245,3899,576,12482,1896,3541,104,1992,16,89,305,8301,2927,4,514,1345,2618,1408,823,802,294,2120,334,43462,13545,1961,1174,3725,552,1449,600,1408,7885,3739,4687,4007,376,8228,57,13865,4086,22581,1533,6423,2488,42,16731,10882,2398,9611,630,219,1499,1243,942,1088,1135,282,1448,1550,3930,165,983,2709,1008,15129,1407,261,5956,80,2586,1102,1058,6786,4033,6763,175,16294,3728,5922,2,7940,5341,12132,36771,2790,8249,1891,29874,9882,208,1630,14846,14204,30843,28451,2221,1142,4612,3731,32,4,9780,3072,11447,694,1280,2978,615,3563,937,279080,1174,37328,59782,18103,225,8301,1091,36771,17190,225,513,694,10882,1961,95,1008,294,1008,1225,240,1225,1553,240,1225,1087,10849,102,1245,1553,240,1225,1008,2639,3739,1225,1225,1553,1852,225,4511,2077,3928,1001,7218,1345,17190,3649,2790,8249,1891,29874,9882,208,1630,4511,2077,3928,1001,7218,1345,17190,3649,1433,2002,1091,5186,611,798,1174,3725,552,1449,600,1408,7885,3739,4687,4007,376,8228,6578,5049,6814,95,2694,1692,1052,24,14986,3563,937,279080,1174,37328,59782,18103,225,8301,1553,240,1225,1087,10849,102,1245,1553,240,1225,1008,2639,3739,1225,NA,NA,NA,NA,NA,8249,1891,29874,9882,208,1630,14846,14204,30843,28451,2221,1142,1692,1052,24,14986,5779,2371,6501,3682,1553,294,1008,2077,"Her2"
"815","TCGA-A2-A0CV-01A-31R-A115-07",940,724,12180,12187,30,3675,1214,39,277,129,6469,697,61,1063,833,18557,33614,16,23,17249,915,6341,2779,50,17479,14039,12043,9757,8205,317,566,258,12283,8587,111,7198,43104,79,83,34,11489,1805,160,188,15938,120283,552,445,128,423,2669,997,6757,12598,8721,4683,54760,28551,21104,923,11270,1407,17068,633,5921,328,321,48639,130,11440,2135,4352,4,97,1474,237529,10176,75,1669,2010,3552,9355,2495,96,440,3927,772,52331,25962,526,85,2558,180,2795,1684,1073,2594,2227,1678,1420,8442,44467,410,23479,6174,2092,184,11394,909,83,30577,29305,3394,28984,35,10669,7121,1289,1490,564,3727,296,4400,1439,6293,199,1825,2992,268,10768,6909,47,1453,503,4669,5589,5772,7648,4222,47028,1204,13140,701,12672,4060,7032,3380,25859,43652,5244,16342,9952,12166,3101,48,2277,17062,10794,4775,22074,10769,6103,28550,1438,1251,5,1751,733,13370,1027,94,6065,15930,50,1,17479,5672,415,14039,51118,12187,237529,833,43652,6469,12187,2779,1027,29305,526,43104,268,440,268,940,6341,940,724,6341,940,1407,17068,633,5921,724,6341,940,268,12598,2227,940,940,724,12180,12187,30,3675,1214,39,277,129,6469,697,5244,16342,9952,12166,3101,48,2277,30,3675,1214,39,277,129,6469,697,61,1063,833,18557,33614,16,85,2558,180,2795,1684,1073,2594,2227,1678,1420,8442,44467,8587,111,7198,43104,79,83,34,11489,1805,50,1,17479,5672,415,14039,51118,12187,237529,724,6341,940,1407,17068,633,5921,724,6341,940,268,12598,2227,940,NA,NA,NA,NA,NA,16342,9952,12166,3101,48,2277,17062,10794,4775,22074,10769,6103,83,34,11489,1805,160,188,15938,120283,724,440,268,3675,"LumA"
"816","TCGA-D8-A1XJ-01A-11R-A14M-07",277,3996,2725,337,1682,4215,4983,1009,10792,2821,1657,9632,2274,2055,3134,750605,31844,1305,580,25527,350,6711,31578,3883,2,747,1,373,2907,3391,5,16713,13241,30763,5246,3011,359,1455,1568,674,246,14064,2000,5550,967,7999,1979,3065,2812,1823,348,2331,17922,22385,11263,3675,47170,69800,52097,8776,10920,3058,9924,551,3779,1038,2071,21189,3679,8421,278,2771,31,117,3116,30264,3780,25,809,5346,1851,2681,766,4,35,2929,542,20516,38333,567,2549,3535,1356,1991,467,4314,623,73,2674,3417,6073,32011,1450,41184,5645,71286,2137,12540,1523,17,42367,1943,1192,19757,47,6395,9775,670,924,2415,345,150,7200,1980,7728,1,2738,3579,1098,7296,6505,858,1601,29,7904,2617,1777,8400,7004,17356,536,22388,2467,2778,9,1380,5972,16911,10782,17217,16218,2813,7564,12746,1849,2911,28518,7604,7249,4507,3780,1964,16502,3146,1123,5,2747,751,1119,652,1519,23602,2832,3883,0,2,142,39,747,79310,337,30264,3134,10782,1657,337,31578,652,1943,567,359,1098,35,1098,277,6711,277,3996,6711,277,3058,9924,551,3779,3996,6711,277,1098,22385,73,277,277,3996,2725,337,1682,4215,4983,1009,10792,2821,1657,9632,17217,16218,2813,7564,12746,1849,2911,1682,4215,4983,1009,10792,2821,1657,9632,2274,2055,3134,750605,31844,1305,2549,3535,1356,1991,467,4314,623,73,2674,3417,6073,32011,30763,5246,3011,359,1455,1568,674,246,14064,3883,0,2,142,39,747,79310,337,30264,3996,6711,277,3058,9924,551,3779,3996,6711,277,1098,22385,73,277,NA,NA,NA,NA,NA,16218,2813,7564,12746,1849,2911,28518,7604,7249,4507,3780,1964,1568,674,246,14064,2000,5550,967,7999,3996,35,1098,4215,"LumA"
"817","TCGA-AR-A2LR-01A-12R-A18M-07",1460,2486,2619,1191,1700,1149,3063,1308,3534,1532,6021,14070,745,871,1814,8887,119,1185,510,97,3715,116,506,2536,41039,12081,16841,243,14937,1303,3906,5328,82,2265,4993,8728,48,1149,1090,552,110,19854,1653,6654,42819,4242,4,2842,2878,695,436,44,2890,11028,8585,5503,20900,3348,9172,6729,3080,1168,4894,269,3253,4907,1287,18613,2101,3955,3156,660,12,160,433,4866,12922,8,351,1298,492,2219,562,45,65,1822,416,25821,5624,334,485,3713,1848,1723,381,2002,1683,134,3245,1119,20,1758,434,25060,3965,2319,1726,8594,1471,21,22305,2284,427,4316,1428,672,3012,596,1831,644,510,71,2362,2374,5775,5747,1019,2475,881,10188,5301,184,1214,1023,4394,1139,1277,6415,5094,259,576,12813,4754,2033,0,21714,4150,2722,35391,11441,12719,9758,12195,5465,110,653,6890,4079,7213,6759,1407,8772,4003,1319,153,26,1615,321,10807,233,1665,2732,494,2536,2,41039,7181,424,12081,1999,1191,4866,1814,35391,6021,1191,506,233,2284,334,48,881,65,881,1460,116,1460,2486,116,1460,1168,4894,269,3253,2486,116,1460,881,11028,134,1460,1460,2486,2619,1191,1700,1149,3063,1308,3534,1532,6021,14070,11441,12719,9758,12195,5465,110,653,1700,1149,3063,1308,3534,1532,6021,14070,745,871,1814,8887,119,1185,485,3713,1848,1723,381,2002,1683,134,3245,1119,20,1758,2265,4993,8728,48,1149,1090,552,110,19854,2536,2,41039,7181,424,12081,1999,1191,4866,2486,116,1460,1168,4894,269,3253,2486,116,1460,881,11028,134,1460,NA,NA,NA,NA,NA,12719,9758,12195,5465,110,653,6890,4079,7213,6759,1407,8772,1090,552,110,19854,1653,6654,42819,4242,2486,65,881,1149,"LumB"
"818","TCGA-A8-A08C-01A-11R-A00Z-07",571,1116,9547,23257,432,566,1348,22,563,279,819,6021,492,1040,98,22338,97794,362,77,28163,76,2038,1137,455,8,80,9,15538,5726,331,5,3323,17249,13133,453,7505,40566,555,404,35,255,138,371,1180,250,33339,391,694,410,866,1760,2476,6532,17142,6807,5183,46757,50572,34492,286,8180,1439,9797,1099,3071,35,761,26247,490,9575,138,825,0,208,3417,200599,2915,140,495,1491,1527,6518,1292,4,71,1803,235,20170,8629,317,192,1875,457,1782,780,310,220,4157,2539,1640,1169,2986,3100,39434,2394,361,0,7877,178,75,29148,247,353,16186,43,19198,1259,551,558,741,5025,357,5377,792,3199,3,1482,2007,100,6680,5355,19,1472,2,6558,2939,5122,5202,6078,62891,1225,7607,1211,10037,3925,3756,3025,47500,24048,7041,13638,22415,14664,4175,74,1926,5729,5161,2845,10937,4073,254,10016,495,2331,0,1166,257,12030,185,388,5027,23929,455,0,8,78,33,80,33106,23257,200599,98,24048,819,23257,1137,185,247,317,40566,100,71,100,571,2038,571,1116,2038,571,1439,9797,1099,3071,1116,2038,571,100,17142,4157,571,571,1116,9547,23257,432,566,1348,22,563,279,819,6021,7041,13638,22415,14664,4175,74,1926,432,566,1348,22,563,279,819,6021,492,1040,98,22338,97794,362,192,1875,457,1782,780,310,220,4157,2539,1640,1169,2986,13133,453,7505,40566,555,404,35,255,138,455,0,8,78,33,80,33106,23257,200599,1116,2038,571,1439,9797,1099,3071,1116,2038,571,100,17142,4157,571,NA,NA,NA,NA,NA,13638,22415,14664,4175,74,1926,5729,5161,2845,10937,4073,254,404,35,255,138,371,1180,250,33339,1116,71,100,566,"LumA"
